peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
82.75,1.71,V,42,0,15,0,7,0,0,S,1,3,4
89.12,1.75,V,27,0,13,1,3,3,0,N,1,2,2
82.55,1.67,V,22,0,8,0,17,13,0,N,1,1,0
94.93,1.8,V,47,0,10,2,4,6,0,N,0,1,2
47.82,1.63,M,41,210,7,2,1,0,0,N,0,2,3
85.25,1.7,V,40,0,14,0,0,0,0,N,1,3,4
84.47,1.74,V,52,0,5,2,0,3,3,N,2,3,4
86.67,1.75,V,28,0,0,3,0,0,0,N,1,3,3
82.08,1.7,M,46,0,9,0,7,0,0,N,1,2,2
52.02,1.7,M,40,40,6,7,1,2,0,N,4,3,3
62.7,1.59,M,42,0,0,3,15,3,0,N,0,1,0
68.02,1.63,M,27,0,0,8,0,2,0,N,0,2,2
94.84,1.79,V,23,0,9,1,8,6,0,N,1,3,3
91.79,1.77,V,27,0,11,0,0,0,0,N,0,1,2
58.32,1.8,V,52,30,13,2,0,9,0,N,2,3,3
74.8,1.62,M,43,0,3,1,3,5,5,N,2,2,2
86.49,1.81,V,40,0,0,0,15,0,0,N,2,4,2
52.63,1.71,V,18,10,0,0,0,2,0,N,2,4,4
85.29,1.62,M,74,0,31,0,15,6,0,N,2,4,3
51.41,1.69,V,55,20,0,1,0,1,0,N,1,3,2
101.91,1.76,V,58,0,0,2,0,10,0,N,1,2,0
79.58,1.61,M,39,0,18,3,0,0,0,N,4,4,4
54.5,1.74,V,27,60,0,1,0,0,0,N,2,3,2
46.66,1.61,M,32,90,12,1,5,1,0,N,2,3,2
64.28,1.64,V,18,0,7,6,15,3,0,N,1,3,2
89.43,1.82,V,35,0,11,4,0,0,0,N,1,2,2
84.11,1.68,M,31,0,0,0,1,0,0,N,1,1,1
86.39,1.72,V,35,0,16,0,11,0,0,N,2,4,4
43.8,1.56,M,25,80,11,5,0,0,4,N,2,3,4
79.54,1.71,V,26,0,10,1,18,5,0,N,2,3,4
92.83,1.78,M,43,0,0,2,9,8,0,N,1,1,1
80.76,1.72,M,56,0,8,0,12,0,0,N,0,2,3
49.6,1.66,M,42,80,0,5,4,0,0,N,2,2,3
95.14,1.86,V,36,0,0,2,3,2,0,N,2,4,4
103.68,1.82,V,50,0,0,3,6,8,0,N,2,2,0
73.02,1.66,M,27,0,0,1,7,3,0,N,2,3,4
85.38,1.71,M,51,0,0,0,11,8,0,N,3,3,4
51.41,1.69,M,51,40,1,0,9,0,0,S,1,3,4
80.71,1.71,V,46,0,0,0,2,0,0,N,1,2,3
78.09,1.67,M,50,0,4,0,18,4,0,N,1,2,2
48.41,1.64,V,40,30,0,1,7,0,0,N,2,3,3
91.96,1.79,V,62,0,0,0,0,0,0,N,1,3,3
80.76,1.72,M,34,0,9,0,15,6,0,N,0,2,1
86.99,1.7,V,54,0,7,0,0,0,1,N,2,2,2
44.94,1.58,M,62,90,13,0,9,0,0,N,1,0,0
79.58,1.61,M,60,0,0,0,0,0,0,N,4,4,4
87.15,1.79,V,22,0,0,1,0,0,0,N,2,1,2
99,1.74,V,52,0,12,0,7,11,1,N,1,2,1
74.27,1.62,M,18,0,2,4,0,0,0,N,3,4,2
58.97,1.81,V,70,40,5,0,3,4,0,N,1,3,4
107.09,1.88,V,42,0,5,2,0,3,0,N,1,1,1
52.02,1.7,M,44,50,0,5,3,7,3,N,2,4,4
74.13,1.66,M,26,0,0,0,6,4,0,N,1,3,3
95.86,1.75,V,59,0,8,1,0,1,0,N,1,2,2
81.14,1.77,V,36,0,0,3,5,1,0,N,1,3,4
100.76,1.8,V,37,0,15,0,19,8,0,N,3,4,3
92.06,1.81,V,25,0,0,3,0,0,0,N,2,3,2
71.41,1.68,V,27,0,0,1,9,2,0,N,1,3,2
47.82,1.63,M,47,50,0,1,0,1,0,N,2,3,4
89.34,1.72,V,48,0,8,1,0,1,0,N,1,3,1
70.14,1.6,M,25,0,3,4,2,1,0,N,2,4,4
50.2,1.67,M,24,40,0,3,13,2,0,N,2,4,4
47.24,1.62,M,39,60,16,4,15,15,0,N,1,1,0
47.82,1.63,M,52,50,0,4,0,0,0,N,1,1,1
77.5,1.61,M,44,0,10,3,0,4,4,N,1,1,2
53.87,1.73,M,23,70,0,0,0,6,0,N,1,2,2
80.63,1.7,M,55,0,0,0,4,0,3,N,0,1,0
79.76,1.7,V,23,0,0,4,5,5,0,N,1,2,2
77.61,1.59,M,60,0,7,0,0,2,0,N,0,0,0
73.14,1.58,M,38,0,8,2,1,0,0,N,2,3,3
86.54,1.69,M,66,0,0,0,18,9,0,N,2,3,4
53.25,1.72,V,47,40,0,0,0,0,1,N,1,0,1
68.43,1.61,M,41,0,12,0,10,1,0,N,0,0,2
66.76,1.7,M,44,0,0,6,11,2,0,S,0,2,1
75.85,1.64,M,58,0,5,0,0,0,0,N,0,1,2
60.28,1.83,V,60,210,6,0,10,7,0,N,2,2,3
73.06,1.63,M,50,0,0,0,16,8,0,N,1,3,3
47.24,1.62,M,61,60,0,0,3,0,0,N,2,3,3
78.34,1.6,M,45,0,0,0,6,10,1,N,0,1,2
50.8,1.68,V,53,50,0,1,0,4,0,N,3,3,3
89.19,1.68,M,62,0,0,3,8,12,0,N,2,4,3
53.25,1.72,M,18,50,0,1,0,0,0,N,0,0,1
89.97,1.69,V,24,0,10,0,0,6,0,N,1,3,3
75.61,1.53,M,57,0,0,0,0,5,0,N,2,3,3
51.43,1.58,M,79,10,0,0,0,8,0,N,2,3,3
83.8,1.73,V,36,0,0,0,0,4,0,N,0,2,2
77.57,1.6,M,42,0,0,1,4,6,0,N,1,3,3
78.53,1.66,V,30,0,18,0,4,0,0,N,1,2,3
84.91,1.78,V,18,0,0,5,8,5,1,N,1,1,0
87.14,1.71,V,39,0,4,0,0,2,0,N,2,3,3
55.76,1.76,V,31,110,0,0,2,2,0,N,1,3,4
87.8,1.74,V,18,0,0,3,0,0,0,N,2,2,1
87.68,1.69,V,39,0,12,0,9,8,0,N,1,2,3
80.26,1.69,M,54,0,0,0,0,1,0,N,0,1,2
55.76,1.76,V,38,170,0,0,0,8,0,N,0,3,2
45.51,1.59,M,55,70,7,4,0,0,0,S,1,2,4
87.41,1.77,V,34,0,0,0,0,0,1,N,0,2,0
68.88,1.65,M,27,0,0,4,0,1,0,N,1,0,1
86.18,1.8,V,55,0,0,4,0,0,2,N,2,3,2
55.76,1.76,V,27,180,0,0,21,19,0,N,2,1,0
59.62,1.82,V,29,70,0,0,5,0,1,N,1,1,0
73.86,1.63,M,33,0,0,0,8,2,0,N,1,3,2
85.29,1.62,M,47,0,0,0,0,12,0,N,0,2,2
92.73,1.77,V,46,0,2,0,0,4,0,N,0,2,2
49.6,1.66,V,18,60,19,0,9,0,0,N,1,2,3
88.81,1.75,V,44,0,0,2,0,0,0,N,1,2,1
45.51,1.59,M,59,60,0,4,6,2,0,N,0,1,2
84.56,1.8,V,18,0,0,4,12,5,0,N,2,2,2
47.24,1.62,M,58,30,0,0,20,10,3,N,0,1,0
90.03,1.68,M,28,0,17,0,0,3,0,N,1,1,1
73.6,1.63,M,53,0,2,0,6,0,0,N,1,1,1
43.8,1.56,M,23,110,3,2,0,0,0,N,1,2,3
77.78,1.71,M,40,0,3,8,0,1,0,N,2,3,3
44.37,1.57,M,18,70,25,4,12,7,2,N,1,2,1
61.61,1.85,V,48,120,2,7,14,18,9,N,0,2,1
56.39,1.77,V,25,100,0,0,0,5,0,N,1,0,1
52.02,1.7,M,32,80,19,0,0,5,0,N,3,4,4
83.95,1.67,M,43,0,0,3,7,2,0,N,2,3,3
52.63,1.71,M,41,50,7,0,0,2,0,N,1,3,2
57.67,1.79,V,69,50,0,0,10,5,0,S,1,2,3
85.53,1.64,M,46,0,11,3,0,10,0,N,0,0,0
50.8,1.68,M,68,40,0,4,0,0,0,N,3,4,2
74.92,1.63,M,35,0,0,0,1,0,0,N,1,3,3
47.24,1.62,M,40,20,0,2,0,4,0,N,0,2,3
97.38,1.82,V,37,0,0,0,0,0,0,N,0,1,0
96.88,1.8,V,36,0,0,0,4,6,0,N,0,1,3
47.82,1.63,M,23,20,0,1,10,5,0,N,2,4,3
46.66,1.61,M,18,30,0,2,14,11,0,S,0,1,1
85.97,1.69,M,53,0,0,7,2,8,0,N,0,0,1
84.4,1.65,M,35,0,7,1,12,9,0,N,0,2,4
81.4,1.69,M,28,0,0,4,0,4,0,N,0,0,0
85.6,1.73,V,25,0,10,2,13,6,0,N,2,3,2
80.46,1.66,M,36,0,11,4,17,13,0,N,2,3,2
88.54,1.69,M,27,0,21,1,10,7,0,N,1,1,1
46.08,1.6,M,48,80,0,0,2,3,0,N,2,2,2
93.98,1.73,M,57,0,10,5,3,3,0,N,3,3,4
82.71,1.77,V,18,0,0,0,13,5,0,N,2,4,4
48.41,1.64,M,39,60,12,0,0,9,0,N,0,0,0
85.87,1.79,V,39,0,0,7,0,0,0,N,2,2,4
82.01,1.73,V,18,0,0,0,8,0,0,N,3,4,4
79.97,1.69,M,63,0,0,0,3,0,0,N,2,3,4
92.62,1.76,V,49,0,0,2,0,4,0,N,1,1,1
67.29,1.57,M,65,0,0,4,0,1,0,N,2,3,2
91.32,1.79,V,45,0,0,2,10,5,0,N,1,2,1
71.95,1.67,M,31,0,0,1,6,4,0,N,1,2,0
52.02,1.7,V,43,50,0,6,13,9,0,N,1,1,0
84.1,1.7,V,46,0,0,4,0,0,0,N,1,2,3
82.17,1.71,M,51,0,2,0,9,3,0,N,0,1,2
87.72,1.77,V,38,0,0,1,0,0,0,N,1,3,4
53.25,1.72,V,30,10,0,2,0,0,0,N,1,2,4
79.92,1.76,V,39,0,0,4,0,0,0,N,2,3,4
52.02,1.7,V,68,100,1,3,7,2,2,N,1,2,2
92.34,1.74,V,55,0,6,2,8,10,0,N,2,2,2
53.14,1.63,M,21,10,6,1,21,18,0,N,2,3,3
68.23,1.62,M,26,0,1,1,0,0,0,N,0,3,2
88.1,1.74,V,41,0,0,4,0,0,0,N,3,4,4
84.39,1.68,M,29,0,12,0,0,0,0,N,2,2,4
80.88,1.67,V,41,0,12,5,0,2,0,N,3,4,3
84.61,1.72,V,55,0,5,0,0,0,0,N,1,1,1
81.68,1.69,M,43,0,0,0,13,8,0,N,2,3,1
90.93,1.78,V,46,0,15,1,21,16,1,N,0,3,4
51.41,1.69,M,73,20,0,5,0,0,0,N,2,2,3
83.67,1.67,M,56,0,0,0,7,4,0,N,1,1,1
79.69,1.69,V,53,0,0,2,0,0,0,N,2,4,4
90.64,1.64,M,71,0,24,2,3,9,0,N,2,1,1
101.76,1.87,V,37,0,5,0,8,5,0,N,1,1,1
97.27,1.78,V,45,0,9,0,22,10,0,N,2,2,2
80.19,1.66,V,46,0,0,0,20,11,0,N,2,4,3
47.24,1.62,M,61,50,0,0,0,3,3,N,3,4,4
49.6,1.66,M,42,100,3,0,6,0,0,S,0,0,1
92.42,1.82,V,57,0,0,3,1,1,0,N,1,0,1
86.97,1.75,V,48,0,8,0,0,0,0,N,0,0,0
90.17,1.7,V,47,0,0,4,2,7,0,N,3,4,4
58.97,1.81,V,57,20,0,2,8,1,0,N,0,1,1
50.8,1.68,M,33,180,10,7,0,0,2,N,0,0,0
91.69,1.76,V,26,0,7,2,0,4,0,N,2,4,4
88.18,1.66,M,55,0,9,0,0,5,0,N,1,3,2
90.09,1.81,V,43,0,0,4,14,13,0,N,2,4,4
77.71,1.66,M,43,0,0,0,7,3,0,N,1,1,0
68.06,1.65,M,18,0,2,4,2,0,0,N,2,3,4
81.9,1.81,V,18,0,0,5,4,0,0,N,2,3,2
92.89,1.72,M,68,0,5,0,2,0,0,S,3,2,2
71.69,1.69,M,61,0,2,5,6,5,6,N,0,0,0
82.06,1.78,V,36,0,1,1,11,1,0,S,1,3,2
98.86,1.84,V,39,0,2,0,9,0,0,N,2,3,2
48.41,1.64,V,34,40,0,0,0,8,0,N,2,4,3
85.9,1.73,M,69,0,14,5,3,0,0,N,2,3,3
72.7,1.6,M,18,0,22,0,8,5,5,N,2,3,3
97.96,1.71,V,27,0,10,0,15,17,0,N,2,4,4
46.08,1.6,M,32,10,0,0,15,0,0,N,1,4,4
65.63,1.64,M,35,0,1,0,14,3,2,N,0,0,0
76.26,1.69,V,55,0,0,6,7,1,NA,N,0,1,0
57.03,1.78,V,36,230,0,0,0,0,0,N,1,2,2
81.95,1.65,M,56,0,7,0,0,2,0,N,2,4,3
75.19,1.63,M,40,0,5,3,0,0,0,N,1,3,2
75.4,1.69,M,21,0,0,3,0,0,0,N,1,3,4
49.6,1.66,V,60,30,1,0,0,0,3,N,0,2,1
82.35,1.74,V,42,0,0,7,0,0,0,S,1,1,1
85.98,1.74,V,55,0,0,3,0,0,3,N,0,2,2
47.82,1.63,M,44,60,15,1,0,0,6,N,1,3,3
86.11,1.76,V,52,0,3,1,0,0,1,N,0,2,0
73.35,1.67,M,42,0,0,2,2,1,0,N,2,3,4
86.41,1.7,M,38,0,0,3,8,7,0,N,1,2,2
87.89,1.75,V,26,0,18,1,0,0,0,N,0,2,1
76.89,1.62,M,62,0,0,3,1,0,0,N,0,0,0
95.16,1.79,V,27,0,5,0,5,2,0,N,2,3,2
49,1.65,M,45,190,21,5,0,0,9,N,0,0,0
71.4,1.67,M,32,0,0,0,8,0,0,N,1,4,4
82.84,1.64,M,53,0,0,0,9,7,0,N,2,3,3
51.41,1.69,M,18,30,10,0,16,1,0,N,2,4,4
48.41,1.64,M,18,110,4,4,0,2,0,N,0,0,0
71.68,1.6,M,33,0,13,4,8,4,2,N,2,4,4
44.94,1.58,M,25,30,8,0,24,13,4,N,1,2,2
99.49,1.78,V,45,0,17,0,0,0,0,N,1,2,2
83.95,1.67,M,52,0,14,0,0,0,0,S,2,3,3
72.81,1.59,M,33,0,12,2,11,6,0,N,0,0,1
56.39,1.77,V,41,70,0,0,7,0,0,N,2,3,3
78.64,1.77,V,18,0,0,1,10,4,0,N,1,2,1
79.69,1.69,M,23,0,0,1,5,2,0,N,0,1,0
87.27,1.72,V,48,0,0,0,20,12,0,N,2,3,3
82.22,1.65,M,34,0,3,0,3,10,0,N,2,3,3
85.56,1.85,V,31,0,0,0,16,0,0,N,0,0,0
87.66,1.76,V,52,0,3,1,2,0,0,N,0,1,2
81.65,1.72,M,54,0,3,1,24,7,0,N,2,4,3
102.21,1.79,V,55,0,23,2,8,3,0,N,2,1,2
87.9,1.66,M,43,0,0,1,0,8,0,N,2,3,2
77.43,1.66,M,42,0,14,0,8,2,0,N,1,3,4
75.95,1.75,V,24,0,3,1,14,2,0,N,2,4,4
58.32,1.8,V,33,30,0,0,0,0,0,N,2,1,2
79.61,1.64,M,57,0,0,4,0,0,0,N,2,2,1
75.4,1.69,V,37,0,0,3,0,1,0,N,0,0,0
86.73,1.76,M,39,0,0,0,14,6,2,N,1,2,2
53.25,1.72,M,61,80,0,0,9,0,0,N,1,3,4
43.8,1.56,M,22,100,0,0,0,5,0,N,1,1,1
68.5,1.62,M,48,0,10,6,0,0,0,N,0,2,2
84.1,1.73,V,60,0,0,0,7,0,0,N,2,4,3
51.41,1.69,M,45,30,10,0,7,9,0,N,1,1,3
98.94,1.81,V,55,0,2,3,7,13,0,N,1,2,3
67.05,1.57,M,50,0,0,4,0,0,4,N,2,4,4
84.1,1.7,M,39,0,0,3,0,0,0,N,0,0,1
67.97,1.62,V,36,0,0,2,18,7,4,N,1,1,0
57.03,1.78,V,38,80,0,5,2,2,2,N,0,1,2
56.39,1.77,V,33,170,0,5,0,6,0,N,1,4,3
85.38,1.71,V,46,0,10,5,8,7,0,N,2,3,3
94.77,1.83,V,57,0,2,0,20,6,0,N,0,0,0
78.02,1.61,M,50,0,0,1,0,0,0,N,1,1,1
77.25,1.67,M,41,0,0,0,0,0,0,S,2,4,3
49,1.65,M,51,60,3,0,0,1,0,N,1,3,2
84.1,1.73,V,36,0,0,0,6,0,0,N,2,3,1
71.74,1.63,M,43,0,2,0,0,0,0,N,1,3,3
84.59,1.79,V,37,0,3,0,0,0,0,N,0,2,4
74.95,1.66,M,65,0,0,1,2,0,0,N,1,1,2
53.87,1.73,M,36,10,0,2,0,0,0,N,0,1,0
79.97,1.63,M,53,0,12,1,16,7,0,N,2,4,4
107.57,1.8,V,67,0,10,0,10,7,0,N,1,2,2
75.14,1.65,M,25,0,0,3,20,8,NA,N,2,2,2
54.5,1.74,V,19,40,0,0,1,10,0,N,2,4,4
83.64,1.76,V,29,0,0,2,0,2,0,N,0,1,1
85.8,1.61,M,30,0,0,2,15,14,0,N,4,3,3
45.51,1.59,M,25,10,2,0,4,0,0,N,0,4,4
78.4,1.72,V,18,0,0,1,0,0,2,N,0,0,0
81.4,1.65,M,46,0,0,0,1,1,0,N,1,1,1
52.02,1.7,V,24,140,0,4,0,0,0,N,0,2,3
108.29,1.86,V,40,0,1,0,0,0,0,N,3,2,2
99.97,1.79,V,50,0,0,1,0,6,0,N,1,1,3
72.27,1.63,M,42,0,7,0,5,4,4,N,1,2,4
76.37,1.62,M,56,0,0,1,0,1,0,N,1,1,1
53.25,1.72,V,29,50,14,0,10,2,0,N,1,1,0
69.88,1.63,M,33,0,0,6,0,0,0,N,2,3,2
63.62,1.88,V,24,100,7,1,33,6,0,N,3,3,4
74.56,1.71,V,43,0,0,1,0,3,7,N,0,2,3
107.25,1.86,V,32,0,0,1,11,8,NA,N,2,3,4
83.64,1.76,V,39,0,8,0,1,0,0,N,1,4,2
74.27,1.7,V,62,0,0,6,6,0,0,N,0,0,0
84.1,1.73,M,47,0,0,5,0,1,0,N,0,1,0
83.83,1.68,M,52,0,33,6,0,0,0,N,2,3,4
92.52,1.78,V,44,0,14,4,0,4,0,N,1,2,3
73.22,1.62,M,28,0,0,4,0,2,0,N,2,4,4
52.02,1.7,V,54,90,0,2,0,0,2,N,3,4,4
84.61,1.72,V,48,0,0,0,4,6,0,N,2,3,3
75.19,1.63,V,40,0,0,0,0,0,0,S,1,3,3
75.86,1.67,M,23,0,7,3,0,0,0,N,0,1,2
46.66,1.61,M,44,30,13,0,18,20,0,N,0,0,0
84.91,1.72,V,24,0,0,2,0,0,0,N,2,3,2
80.34,1.7,V,55,0,0,1,21,11,0,N,1,4,4
72.56,1.55,M,34,0,13,1,0,0,0,N,3,4,4
50.2,1.67,M,52,70,4,5,18,18,3,N,0,1,2
80.71,1.71,V,50,0,0,0,0,0,0,N,0,0,0
71.12,1.62,M,26,0,0,0,0,3,0,N,1,2,2
79.29,1.72,V,35,0,0,0,8,4,0,N,1,1,2
84.56,1.76,V,42,0,5,2,0,0,0,S,1,2,2
91.41,1.84,V,23,0,0,4,3,6,0,N,1,1,1
50.2,1.67,V,59,20,1,3,0,5,0,N,2,4,4
91.76,1.83,V,34,0,0,4,16,6,0,S,1,1,1
78.21,1.62,M,30,0,3,2,7,9,0,N,1,2,3
102.38,1.8,V,54,0,8,0,6,10,0,N,2,4,3
60.94,1.84,V,47,130,5,0,9,6,0,N,2,1,2
72.25,1.68,M,32,0,0,2,6,4,0,N,1,2,3
94.61,1.77,M,40,0,0,0,0,5,0,N,1,2,2
77.06,1.6,M,60,0,6,1,9,6,0,N,0,3,2
80.04,1.67,M,18,0,17,0,6,2,0,N,1,2,3
62.46,1.62,M,42,0,0,0,0,0,12,S,1,4,3
86.97,1.75,V,38,0,0,2,0,3,NA,N,1,2,0
81.99,1.67,M,44,0,0,4,1,0,0,S,1,0,0
86.61,1.63,M,62,0,0,0,9,11,0,N,1,2,1
81,1.68,M,66,0,0,4,9,0,0,N,2,3,3
56.39,1.77,V,24,30,8,0,0,0,NA,N,0,0,0
76.52,1.63,M,52,0,0,2,1,0,0,N,0,1,0
81.85,1.68,V,40,0,5,4,12,12,3,N,2,4,4
76.2,1.68,M,38,0,0,6,2,0,1,N,1,1,0
75.44,1.72,V,32,0,5,1,14,3,2,N,0,1,0
74.26,1.69,M,39,0,11,2,18,5,1,N,0,1,3
97.2,1.88,V,46,0,0,6,0,0,0,N,0,2,1
80.83,1.69,M,58,0,0,4,5,2,0,N,2,3,4
54.5,1.74,M,29,30,17,8,0,1,0,N,1,2,4
91.79,1.77,V,36,0,0,0,0,1,0,N,1,1,2
55.76,1.76,V,48,90,0,2,25,14,0,N,0,1,2
56.39,1.77,V,22,70,8,0,3,0,0,N,2,1,1
95.72,1.76,V,22,0,0,3,0,12,0,S,1,4,4
85.54,1.7,V,30,0,0,1,0,0,0,N,4,4,3
79.01,1.73,V,41,0,0,3,0,0,0,N,0,0,0
94.84,1.79,V,42,0,0,3,17,6,0,N,2,3,4
81.44,1.67,V,60,0,0,1,5,5,0,N,1,3,3
86.2,1.73,V,49,0,0,0,29,14,0,N,2,1,0
79.93,1.74,V,18,0,0,3,0,1,0,N,1,3,4
68.76,1.62,M,41,0,0,0,25,13,3,N,1,2,3
53.87,1.73,V,25,30,28,5,10,0,0,N,3,4,4
83.2,1.6,M,57,0,2,0,12,17,0,N,1,2,2
85.7,1.66,V,18,0,14,4,1,7,0,N,2,3,2
56.39,1.77,V,63,80,0,3,6,0,0,N,0,2,2
79.29,1.72,V,53,0,2,5,5,5,0,N,0,1,1
88.89,1.73,V,35,0,0,0,0,2,0,N,1,0,0
79.76,1.67,M,42,0,10,0,6,3,0,N,0,1,0
95.14,1.84,V,44,0,0,3,0,0,0,N,1,2,2
82.67,1.66,M,19,0,0,0,3,11,0,N,0,0,0
73.7,1.64,M,43,0,0,2,4,7,4,N,0,4,3
56.39,1.77,V,55,70,0,0,11,4,0,N,1,2,3
91.41,1.72,M,48,0,7,3,0,8,0,N,1,1,2
88.29,1.73,V,50,0,0,0,1,3,0,N,1,4,4
58.32,1.8,V,24,20,0,1,15,10,0,S,3,4,4
100.73,1.88,V,40,0,11,5,0,3,0,N,0,1,0
72.7,1.6,M,61,0,23,0,13,3,0,N,0,0,0
79.01,1.75,V,20,0,0,7,6,4,0,N,1,2,2
82.46,1.71,M,37,0,8,0,0,0,5,N,1,1,0
75.44,1.72,M,44,0,0,3,8,0,0,N,0,1,1
66.99,1.59,M,34,0,8,5,0,2,0,N,1,1,1
72.62,1.64,M,21,0,23,5,25,5,0,N,1,2,0
52.02,1.7,M,41,30,0,0,15,7,0,N,2,2,2
83.34,1.71,V,18,0,11,0,7,9,0,N,1,3,3
83.77,1.66,M,62,0,5,0,11,6,0,N,1,1,1
89.21,1.76,V,40,0,0,0,6,3,0,N,2,3,3
78.09,1.75,V,25,0,0,4,0,7,2,N,0,1,0
77.32,1.65,M,23,0,0,0,0,3,0,N,2,2,3
49,1.65,M,27,10,0,0,0,0,0,N,1,0,0
67.12,1.54,M,29,0,2,0,0,0,0,N,1,3,2
48.41,1.64,M,44,50,0,0,0,10,0,N,3,4,4
47.82,1.63,M,56,20,2,0,6,0,0,N,2,4,4
60.94,1.84,V,44,110,0,2,0,0,0,N,4,4,4
78.59,1.6,M,67,0,12,2,0,2,0,N,2,4,4
95.47,1.73,V,18,0,4,0,3,4,0,N,4,4,1
43.25,1.55,M,18,20,1,0,12,7,0,N,1,1,2
80.88,1.67,M,34,0,9,0,2,0,0,N,1,1,1
81.15,1.59,M,32,0,0,0,17,17,0,N,1,3,3
86.25,1.69,M,46,0,3,3,0,8,0,N,1,1,1
53.25,1.72,V,43,150,6,0,9,0,0,N,2,3,3
98.09,1.74,V,40,0,0,3,20,19,0,N,1,0,0
67.51,1.64,M,42,0,0,2,40,21,1,N,0,0,0
60.64,1.57,M,45,0,2,6,0,0,0,N,1,3,4
58.97,1.81,V,71,20,14,4,9,1,0,N,0,2,3
74.4,1.66,M,18,0,0,1,0,0,0,N,1,1,2
81.65,1.72,V,34,0,0,1,3,0,0,N,2,2,2
91.28,1.73,V,50,0,12,0,11,3,0,N,2,1,2
85.44,1.75,V,37,0,21,0,4,0,0,N,0,0,0
79.78,1.62,M,66,0,7,0,0,0,0,N,0,1,0
82.14,1.62,M,65,0,0,0,6,6,0,N,1,2,0
50.2,1.67,V,45,30,4,0,2,5,0,N,0,1,0
74.5,1.6,M,37,0,1,0,6,0,0,N,2,3,3
79.06,1.61,M,44,0,17,6,0,0,0,N,2,4,3
78,1.64,M,55,0,0,1,16,9,0,N,1,3,2
97.59,1.78,V,44,0,13,4,6,8,0,N,1,2,3
74.46,1.67,M,39,0,0,2,0,0,2,N,1,3,4
51.41,1.69,V,34,50,10,0,18,9,4,N,2,4,3
79.3,1.76,V,18,0,0,2,6,7,0,N,0,0,2
53.87,1.73,M,45,30,0,0,0,1,0,N,0,2,3
54.5,1.74,V,26,10,0,0,14,1,0,N,1,3,4
52.63,1.71,M,52,40,4,0,0,0,0,N,0,2,2
77.52,1.73,M,38,0,4,2,0,0,7,N,0,1,1
60.28,1.83,V,36,110,0,4,0,7,0,N,1,2,3
45.51,1.59,M,24,50,4,5,13,19,0,S,1,4,2
83.96,1.77,V,29,0,0,2,11,10,NA,N,1,1,0
73.31,1.59,M,29,0,9,0,8,0,0,N,2,3,3
46.08,1.6,M,35,100,0,5,0,5,0,N,1,3,4
53.87,1.73,V,33,80,0,1,14,1,0,N,3,4,4
58.97,1.81,V,51,160,3,0,10,6,0,N,1,1,2
81.36,1.72,V,54,0,0,5,0,0,0,N,1,2,1
67.15,1.58,M,22,0,5,0,11,3,0,N,1,2,3
55.12,1.75,V,40,50,0,0,18,5,0,N,1,2,2
79.5,1.65,M,68,0,5,3,3,6,0,N,1,2,3
90.23,1.72,V,18,0,23,3,0,0,0,N,2,3,3
93.99,1.77,V,51,0,7,4,3,3,0,N,3,3,4
83.13,1.72,V,31,0,9,3,3,1,0,N,0,0,0
74.05,1.65,V,20,0,10,1,0,0,0,N,1,3,4
55.76,1.76,V,53,50,9,2,0,11,0,N,1,1,0
90.66,1.66,M,26,0,9,0,13,13,0,N,2,0,0
87.14,1.81,V,18,0,0,2,0,0,2,N,0,0,1
84.49,1.63,M,52,0,9,0,0,4,0,N,1,1,1
86.97,1.75,V,32,0,0,0,17,10,0,N,1,3,3
91.88,1.73,M,27,0,3,0,2,7,0,N,0,1,1
89.19,1.73,V,41,0,0,0,5,6,0,N,1,1,2
85.86,1.78,V,25,0,0,0,0,4,0,S,1,3,3
71.92,1.66,M,24,0,0,4,0,1,0,N,0,3,3
67.9,1.58,M,46,0,0,2,6,0,0,N,2,3,2
51.41,1.69,V,20,80,4,0,12,5,0,N,2,3,1
82.38,1.78,V,18,0,0,4,11,7,4,N,2,2,2
57.67,1.79,V,43,120,0,2,0,0,0,N,1,2,3
50.8,1.68,M,63,40,0,3,0,0,2,N,1,3,4
53.25,1.72,V,53,50,0,2,9,0,0,N,0,1,0
46.66,1.61,M,57,60,2,3,0,0,0,N,0,1,1
97.91,1.87,V,43,0,11,0,4,4,0,N,0,3,3
79.53,1.78,M,38,0,5,6,0,0,0,N,0,2,2
101.79,1.88,V,51,0,3,5,0,0,0,N,2,3,3
87.09,1.73,V,44,0,0,0,3,0,1,N,1,1,0
52.02,1.7,V,45,130,0,0,6,7,1,N,3,3,4
53.25,1.72,V,26,190,0,7,0,2,2,N,1,1,2
77.05,1.65,M,46,0,6,4,0,0,0,N,3,4,3
43.25,1.55,M,45,180,0,0,18,5,0,N,2,3,1
46.66,1.61,M,48,120,0,5,0,5,0,N,0,0,0
82.63,1.63,M,23,0,0,0,0,6,0,N,1,1,0
85.5,1.72,V,47,0,4,2,0,1,0,N,1,1,1
83.63,1.71,V,35,0,13,5,1,3,0,N,1,3,3
81.01,1.66,M,31,0,0,5,11,9,0,N,3,4,4
86.42,1.76,V,44,0,0,2,1,0,0,N,2,3,3
79.4,1.69,M,38,0,0,2,0,0,2,N,2,3,3
87.19,1.74,V,51,0,10,1,23,6,0,S,1,3,2
84.5,1.67,M,46,0,6,0,0,1,0,N,2,2,1
